fii_name,quote,dividend_yield,price_book_ratio,liquidity,appreciation_12months,vacancy,number_unit_holders,issued_units,net_asset_value_per_unit,net_asset_value,last_dividend_payment,corporate_name,cnpj,target_audience,invest_objective,market_sector,fund_type,fund_term,management_type,management_fee,date_process
PURB11,"R$ 95,10","0,00%","0,85",R$ -,"0,11%",-,16,1.135.149,"R$ 111,28","R$ 126,32 Milhões","R$ 1,02",PLURAL RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIÁRIO,36.501.210/0001-00,Geral,Renda,Híbrido,Fundo misto,Indeterminado,Ativa,"0,70% a.a. sobre patrimônio líquido",2024-11-09
RCRI11B,"R$ 1.200,00","0,00%","3,28","R$ 1,35 K","1,72%",-,144,51.001,"R$ 365,40","R$ 18,64 Milhões","R$ 12,48",RB CAPITAL RENDIMENTOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,26.511.274/0001-39,Investidor Qualificado,Títulos e valores mobiliários,Híbrido,Fundo de papel,Indeterminado,Ativa,"1,00% a.a. sobre patrimônio líquido (mínimo R$31.000,00 mensais)",2024-11-09
CYLD11,"R$ 100,00","0,00%","0,85","R$ 100,25 K","-0,03%",-,100,1.241.836,"R$ 117,59","R$ 146,03 Milhões","R$  0,00",CYRELA DESENVOLVIMENTO LOGÍSTICO FII,43.010.601/0001-98,Investidor Qualificado,Desenvolvimento para venda,Logístico / Indústria / Galpões,Fundo de Tijolo,Determinado,Ativa,,2024-11-09
INFB11,R$ -,"0,00%",-,"R$ 19,25 K",,-,221,255.887,"R$ 98,72","R$ 25,26 Milhões","R$  0,00",DRYS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS INCENTIVADOS DE INVESTIMENTO EM INFRA RENDA FIXA,54.810.341/0001-51,Geral,Títulos e valores mobiliários,Fundo de Infraestrutura (FI-Infra),Outro,Indeterminado,Ativa,"1,10% a.a.",2024-11-09
IRIF11,"R$ 10,10","0,00%","1,01","R$ 200,00",-,-,532,4.454.537,"R$ 10,03","R$ 44,70 Milhões","R$  0,00",Iridium FI-Infra,55.940.336/0001-26,Geral,Híbridos,Fundo de Infraestrutura (FI-Infra),Outro,Indeterminado,Ativa,,2024-11-09
OCRE11,"R$ 98,50","9,00%","1,00","R$ 9,43 K","5,49%",-,493,422.975,"R$ 98,18","R$ 41,53 Milhões","R$ 0,60",OCTO FDO DE INV IMOB,44.680.435/0001-08,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo misto,Indeterminado,Ativa,,2024-11-09
ONDV11,"R$ 10,00","0,23%","1,04",R$ -,"0,20%",-,215,1.009.606,"R$ 9,60","R$ 9,70 Milhões","R$ 0,02",ONDA DESENVOLVIMENTO IMOBILIÁRIO FUNDO DE INVESTIMENTO IMOBILIÁRIO,52.966.340/0001-75,Geral,Híbridos,Híbrido,Fundo de desenvolvimento,Indeterminado,Ativa,"15.000,00 ao mês ou 0,15% a.a.",2024-11-09
ASRF11,"R$ 10.942,00","0,00%","1,16","R$ 304,02 K","8,42%",-,63,2.931,"R$ 9.415,57","R$ 27,70 Milhões","R$  0,00",ASA RETROFITS I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,451.880/3300-01,Investidor Qualificado,Híbridos,Híbrido,Fundo de desenvolvimento,Determinado,Ativa,"2,20%",2024-11-09
GCOI11,R$ -,"0,00%",-,"R$ 16,04 K",,-,349,112.989,"R$ 95,25","R$ 10,76 Milhões","R$  0,00",GALAPAGOS SPECIAL OPORTUNITIES FUNDO DE INVESTIMENTO IMOBILIÁRIO,46.285.299/0001-79,Geral,Renda,Híbrido,Outro,Indeterminado,Ativa,"1,17%a.a.",2024-11-09
YEES11,"R$ 102,05","0,00%","1,17","R$ 918,00",-,-,123,89.958,"R$ 87,58","R$ 7,88 Milhões","R$  0,00",HEDGE YEES HABITAÇÕES ECONÔMICAS FII DE RESP LIM,51.385.174/0001-50,Investidor Qualificado,Desenvolvimento para venda,Outros,Fundo de Tijolo,Determinado,Ativa,,2024-11-09
EMET11,R$ -,"0,00%",-,"R$ 161,46 K",,-,37,4.999.989,"R$ 10,12","R$ 50,59 Milhões","R$  0,00",EMET MULTIESTRATÉGIA FUNDO DE INVESTIMENTO I MOBILIÁRIO RESPONSABILIDADE LIMITADA,53.523.736/0001-00,Geral,Híbridos,Híbrido,Fundo misto,Indeterminado,Ativa,"1,05%",2024-11-09
INDE11,R$ -,"0,00%",-,R$ -,,-,167,239.418,"R$ 87,12","R$ 20,86 Milhões","R$  0,00",INTER DESENVOLVIMENTO FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,52.635.194/0001-03,Geral,Desenvolvimento para venda,Outros,Fundo de desenvolvimento,Determinado,Ativa,"1,75% a.a.",2024-11-09
COPN11,R$ -,"0,00%",-,"R$ 36,83 K",,-,3.623,2.499.989,"R$ 100,00","R$ 250,00 Milhões","R$  0,00",COPÉRNICO FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA,55.291.703/0001-08,Investidor Qualificado,Híbridos,Fundo de Investimentos em Participações (FIP),Outro,Indeterminado,Ativa,"1,10% a.a",2024-11-09
